964.5508,2.6596742
968.93616,8.665236
967.1411,31.697865
912.7889,5.8018966
810.3553,33.432617
787.1504,40.951027
885.6327,204.12132
976.41095,530.10126
2251.8403,1514.1547
1993.3861,1551.3948
2916.2393,1403.2871
3448.467,1729.9481
3242.0652,1454.6589
2943.4106,1719.4016
4126.5195,1126.1285
4264.1133,1166.9558
4180.602,1139.4625
4305.0093,1149.4048
4693.8115,115.45354
4606.299,525.7399
4659.04,80.91399
4723.8247,86.77842
4553.4014,378.3505
4761.4375,97.37416
4746.985,84.00798
4646.783,134.8663
4616.033,89.64217
4624.8125,66.76174
4567.5146,597.1109
4756.232,75.76898
4310.6255,936.32806
4710.5645,92.652534
4625.6035,124.56163
4731.928,111.164734
4767.0005,68.5193
4721.081,39.544765
4659.6416,0.0
4659.6416,0.0
4659.6416,0.0
4659.6416,0.0
700.2959,0.0
3170.9458,1755.4458
3170.9458,1755.4458
3170.9458,1755.4458
246.28297,6.8003607
272.0028,12.473561
272.0028,12.473561
246.28297,6.8003607
