Wall time,Step,Value
1726523277.3235092,0,1755.44580078125
1726523283.0223398,1,1236.6070556640625
1726523288.7265537,2,1484.903564453125
1726523294.4317157,3,95.79938507080078
1726523300.2040875,4,109.12971496582031
1726523305.9937248,5,114.6676254272461
1726523311.8227844,6,84.16548919677734
1726523317.5503173,7,80.99982452392578
1726523323.320668,8,78.22285461425781
1726523329.0991306,9,90.03376770019531
